Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Selling Price Per Unit,Shipping Cost,Profit,Ship Mode,Customer Name,Province,Region_Code,Customer Segment ID,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Region Name,Customer Segment,Day Name,Year,Days to Pack,Day Type
230,1539,2011-03-09 00:00:00,Low,38,190.75,0.05,4.89,4.93,-144.55,Regular Air,Carl Ludwig,Nunavut,3,2,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,2011-03-14 00:00:00,South,Corporate,Wed,2011,5,Weekday
231,1540,2012-08-04 00:00:00,High,30,87.1,0.09,2.88,0.7,5.76,Regular Air,Don Miller,Nunavut,3,3,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,0.56,2012-08-06 00:00:00,South,Home Office,Sat,2012,2,Weekend
249,1702,2011-05-06 00:00:00,High,23,66.25,0.06,2.84,0.93,4.9,Regular Air,Annie Cyprus,Nunavut,2,3,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,Wrap Bag,0.54,2011-05-07 00:00:00,East,Home Office,Fri,2011,1,Weekday
250,1761,2010-12-23 00:00:00,High,25,11298.75,0.01,449.99,49,-547.61,Delivery Truck,Carl Ludwig,Nunavut,4,2,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.38,2010-12-25 00:00:00,West,Corporate,Thu,2010,2,Weekday
256,1792,2010-11-08 00:00:00,Low,28,381.95,0.04,13.48,4.51,-5.45,Regular Air,Carlos Soltero,Nunavut,1,1,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2010-11-13 00:00:00,Central,Consumer,Mon,2010,5,Weekday
330,2275,2012-10-21 00:00:00,Not Specified,49,299.09000000000003,0.08,6.08,1.17,41.67,Regular Air,Grant Carroll,Nunavut,2,4,Office Supplies,Pens & Art Supplies,Col-Erase® Pencils with Erasers,Wrap Bag,0.56,2012-10-22 00:00:00,East,Small Business,Sun,2012,1,Weekend
331,2277,2011-01-01 00:00:00,Not Specified,10,64.18,0.01,5.98,4.38,-46.03,Regular Air,Don Miller,Nunavut,1,3,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack,0.75,2011-01-02 00:00:00,Central,Home Office,Sat,2011,1,Weekend
332,2277,2011-01-01 00:00:00,Not Specified,21,880.7800000000001,0.06,40.99,19.99,33.67,Regular Air,Don Miller,Nunavut,2,3,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,2011-01-03 00:00:00,East,Home Office,Sat,2011,2,Weekend
362,2532,2011-10-10 00:00:00,High,39,285.58,0.03,7.31,0.49,140.01,Regular Air,Alan Barnes,Nunavut,2,2,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,2011-10-11 00:00:00,East,Corporate,Mon,2011,1,Weekday
363,2532,2011-10-10 00:00:00,High,24,506.26,0.01,20.99,2.5,-78.958,Regular Air,Alan Barnes,Nunavut,4,2,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,2011-10-11 00:00:00,West,Corporate,Mon,2011,1,Weekday
381,2631,2010-09-23 00:00:00,Low,27,1107.91,0.08,40.96,1.99,252.66,Regular Air,Jack Garza,Nunavut,1,2,Technology,Computer Peripherals,Fuji 5.2GB DVD-RAM,Small Pack,0.55,2010-09-25 00:00:00,Central,Corporate,Thu,2010,2,Weekday
406,2757,2011-07-19 00:00:00,Critical,39,3816.4,0.07,95.95,74.35,-1766.01,Delivery Truck,Julia West,Nunavut,2,2,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,2011-07-19 00:00:00,East,Corporate,Tue,2011,0,Weekday
413,2791,2009-10-09 00:00:00,High,47,189.84,0,3.89,7.01,-236.2675,Regular Air,Eugene Barchas,Nunavut,2,2,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,2009-10-09 00:00:00,East,Corporate,Fri,2009,0,Weekday
414,2791,2009-10-09 00:00:00,High,49,5958.02,0.09,120.98,30,80.44,Delivery Truck,Eugene Barchas,Nunavut,1,2,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,0.64,2009-10-11 00:00:00,Central,Corporate,Fri,2009,2,Weekday
415,2791,2009-10-09 00:00:00,High,18,563.4,0.1,30.98,5.76,118.94,Regular Air,Eugene Barchas,Nunavut,5,2,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,0.4,2009-10-10 00:00:00,North,Corporate,Fri,2009,1,Weekday
440,2976,2010-12-09 00:00:00,Not Specified,30,15055.400000000001,0.09,500.98,26,3424.22,Delivery Truck,Edward Hooks,Nunavut,1,1,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,2010-12-11 00:00:00,Central,Consumer,Thu,2010,2,Weekday
471,3232,2012-10-08 00:00:00,Critical,5,43.910000000000004,0.06,7.84,4.71,-11.833499999999999,Regular Air,Brad Eason,Nunavut,4,4,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box,0.35,2012-10-10 00:00:00,West,Small Business,Mon,2012,2,Weekday
513,3524,2012-05-02 00:00:00,High,21,407.4,0,18.97,9.03,52.35,Regular Air,Nicole Hansen,Nunavut,4,4,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,2012-05-03 00:00:00,West,Small Business,Wed,2012,1,Weekday
577,3908,2010-03-08 00:00:00,Medium,8,930.42,0,115.99,2.5,-180.202,Regular Air,Dorothy Wardle,Nunavut,2,2,Technology,Telephones and Communication,6160,Small Box,0.57,2010-03-08 00:00:00,East,Corporate,Mon,2010,0,Weekday
606,4132,2011-05-28 00:00:00,Not Specified,5,14.899999999999999,0.01,2.88,0.5,1.32,Regular Air,Aaron Bergman,Nunavut,2,2,Office Supplies,Labels,Avery 49,Small Box,0.36,2011-05-30 00:00:00,East,Corporate,Sat,2011,2,Weekend
656,4612,2010-09-19 00:00:00,Medium,9,89.32000000000001,0.06,4.48,49,-375.64,Regular Air,Jim Radford,Nunavut,4,2,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,2010-09-21 00:00:00,West,Corporate,Sun,2010,2,Weekend
669,4676,2011-08-31 00:00:00,High,11,1393.58,0.04,125.99,7.69,-104.24700000000007,Regular Air,Annie Cyprus,Nunavut,2,3,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,2011-09-01 00:00:00,East,Home Office,Wed,2011,1,Weekday
670,4676,2011-08-31 00:00:00,High,50,188,0.03,3.75,0.5,85.96,Regular Air,Annie Cyprus,Nunavut,1,3,Office Supplies,Labels,Avery 510,Small Box,0.37,2011-09-02 00:00:00,Central,Home Office,Wed,2011,2,Weekday
671,4676,2011-08-31 00:00:00,High,3,43.309999999999995,0.07,12.28,6.47,-8.38,Express Air,Annie Cyprus,Nunavut,1,3,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2011-09-02 00:00:00,Central,Home Office,Wed,2011,2,Weekday
672,4676,2011-08-31 00:00:00,High,30,4688.6900000000005,0.01,155.99,8.99,1115.694,Regular Air,Annie Cyprus,Nunavut,4,3,Technology,Telephones and Communication,LX 788,Small Box,0.58,2011-09-01 00:00:00,West,Home Office,Wed,2011,1,Weekday
734,5284,2011-07-08 00:00:00,Not Specified,7,63.82,0.1,8.69,2.99,-3.0475,Regular Air,Annie Cyprus,Nunavut,2,3,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,2011-07-10 00:00:00,East,Home Office,Fri,2011,2,Weekday
735,5316,2009-01-30 00:00:00,Critical,42,1336.75,0.1,31.78,1.99,514.07,Regular Air,Clay Rozendal,Nunavut,1,2,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,2009-02-01 00:00:00,Central,Corporate,Fri,2009,2,Weekday
755,5409,2012-01-08 00:00:00,Low,11,46.75,0.01,3.98,2.97,-7.04,Regular Air,Don Jones,Nunavut,4,2,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag,0.35,2012-01-13 00:00:00,West,Corporate,Sun,2012,5,Weekend
769,5506,2010-11-07 00:00:00,Critical,22,132.39999999999998,0.05,5.88,3.04,4.41,Regular Air,Beth Thompson,Nunavut,4,2,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.36,2010-11-08 00:00:00,West,Corporate,Sun,2010,1,Weekend
782,5569,2010-04-29 00:00:00,Not Specified,12,122.02000000000001,0.09,9.65,6.22,-0.05999999999999517,Regular Air,Frank Price,Nunavut,3,2,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,2010-05-01 00:00:00,South,Corporate,Thu,2010,2,Weekday
786,5607,2011-12-31 00:00:00,Not Specified,8,68.95,0,7.99,5.03,-50.325,Regular Air,Michelle Lonsdale,Nunavut,1,3,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,2012-01-03 00:00:00,Central,Home Office,Sat,2011,3,Weekend
817,5894,2009-08-12 00:00:00,High,7,408.19,0.1,58.1,1.49,87.6775,Regular Air,Ann Chong,Nunavut,1,2,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders,Small Box,0.38,2009-08-13 00:00:00,Central,Corporate,Wed,2009,1,Weekday
818,5894,2009-08-12 00:00:00,High,3,245.94,0.01,80.48,4.5,-68.22,Regular Air,Ann Chong,Nunavut,1,2,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,Small Box,0.55,2009-08-15 00:00:00,Central,Corporate,Wed,2009,3,Weekday
821,5925,2011-11-12 00:00:00,Low,44,4097.7300000000005,0.08,92.23,39.61,-354.9,Regular Air,Joy Bell,Nunavut,5,3,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.67,2011-11-19 00:00:00,North,Home Office,Sat,2011,7,Weekend
822,5925,2011-11-12 00:00:00,Low,25,2150.74,0.07,85.99,0.99,-267.014,Regular Air,Joy Bell,Nunavut,2,3,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,2011-11-19 00:00:00,East,Home Office,Sat,2011,7,Weekend
839,6016,2012-01-20 00:00:00,High,19,223.55,0.07,11.48,5.43,3.63,Regular Air,Skye Norling,Nunavut,4,3,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels,Small Box,0.36,2012-01-20 00:00:00,West,Home Office,Fri,2012,0,Weekday
853,6116,2009-03-20 00:00:00,Medium,6,9849.67,0.04,1637.53,24.49,-1759.58,Regular Air,Barry Weirich,Nunavut,2,2,Office Supplies,"Scissors, Rulers and Trimmers",High Speed Automatic Electric Letter Opener,Medium Box,0.81,2009-03-22 00:00:00,East,Corporate,Fri,2009,2,Weekday
863,6182,2012-07-21 00:00:00,Low,40,265.85,0.04,6.48,6.65,-116.79,Regular Air,Grant Carroll,Nunavut,3,2,Office Supplies,Paper,Xerox 1966,Small Box,0.36,2012-07-28 00:00:00,South,Corporate,Sat,2012,7,Weekend
864,6182,2012-07-21 00:00:00,Low,18,124.50000000000001,0.04,6.48,7.86,-67.28,Express Air,Grant Carroll,Nunavut,1,2,Office Supplies,Paper,Xerox 213,Small Box,0.37,2012-07-25 00:00:00,Central,Corporate,Sat,2012,4,Weekend
911,6535,2012-06-12 00:00:00,Critical,11,318.64,0.07,28.15,8.99,-19.33,Express Air,Adrian Hane,Nunavut,2,2,Office Supplies,Pens & Art Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Small Pack,0.57,2012-06-15 00:00:00,East,Corporate,Tue,2012,3,Weekday
950,6884,2009-01-15 00:00:00,Low,41,208.93,0.01,4.98,4.75,-61.21,Regular Air,Skye Norling,Nunavut,2,3,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,2009-01-20 00:00:00,East,Home Office,Thu,2009,5,Weekday
951,6884,2009-01-15 00:00:00,Low,47,299.46999999999997,0.04,6.35,1.02,119.09,Regular Air,Skye Norling,Nunavut,3,3,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Wrap Bag,0.39,2009-01-20 00:00:00,South,Home Office,Thu,2009,5,Weekday
956,6916,2010-06-04 00:00:00,Low,40,443.46,0.08,10.9,7.46,-141.27,Express Air,Andrew Gjertsen,Nunavut,3,1,Office Supplies,Storage & Organization,Crate-A-Files™,Small Box,0.59,2010-06-08 00:00:00,South,Consumer,Fri,2010,4,Weekday
963,6980,2010-02-18 00:00:00,Not Specified,18,139.12,0.05,7.3,7.72,-77.28,Regular Air,Ralph Knight,Nunavut,5,1,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,2010-02-19 00:00:00,North,Consumer,Thu,2010,1,Weekday
964,6982,2011-11-16 00:00:00,Not Specified,32,1265.35,0,39.48,1.99,407.44,Express Air,Dorothy Wardle,Nunavut,1,2,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2011-11-18 00:00:00,Central,Corporate,Wed,2011,2,Weekday
965,6982,2011-11-16 00:00:00,Not Specified,5,562.2800000000001,0.09,100.98,57.38,-338.27,Delivery Truck,Dorothy Wardle,Nunavut,4,2,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,2011-11-18 00:00:00,West,Corporate,Wed,2011,2,Weekday
966,6982,2011-11-16 00:00:00,Not Specified,41,829.6700000000001,0.04,19.98,10.49,52.56,Regular Air,Dorothy Wardle,Nunavut,4,2,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,2011-11-18 00:00:00,West,Corporate,Wed,2011,2,Weekday
988,7110,2011-08-07 00:00:00,Low,22,6100.889999999999,0.02,276.2,24.49,1902.24,Regular Air,Grant Carroll,Nunavut,3,2,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,0,2011-08-11 00:00:00,South,Corporate,Sun,2011,4,Weekend
1017,7430,2010-06-08 00:00:00,Medium,50,784.89,0.05,15.67,1.39,353.2,Regular Air,Barry Weirich,Nunavut,1,2,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,2010-06-09 00:00:00,Central,Corporate,Tue,2010,1,Weekday
1073,7906,2009-10-17 00:00:00,Medium,37,966.63,0.03,25.98,5.37,271.78,Regular Air,Beth Paige,Nunavut,3,1,Office Supplies,Appliances,3M Office Air Cleaner,Medium Box,0.5,2009-10-17 00:00:00,South,Consumer,Sat,2009,0,Weekend
1154,8391,2011-08-28 00:00:00,High,4,1268.65,0.04,300.98,64.73,-268.36,Delivery Truck,Sylvia Foulston,Nunavut,3,2,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,2011-08-29 00:00:00,South,Corporate,Sun,2011,1,Weekend
1156,8419,2011-09-29 00:00:00,Critical,19,385.59000000000003,0.07,19.98,5.97,70.39,Express Air,Nicole Hansen,Nunavut,2,4,Office Supplies,Paper,Xerox 1936,Small Box,0.38,2011-10-01 00:00:00,East,Small Business,Thu,2011,2,Weekday
1157,8419,2011-09-29 00:00:00,Critical,24,162.55,0.1,6.48,7.03,-86.62,Regular Air,Nicole Hansen,Nunavut,5,4,Office Supplies,Paper,Xerox 214,Small Box,0.37,2011-09-30 00:00:00,North,Small Business,Thu,2011,1,Weekday
1205,8833,2012-05-04 00:00:00,Low,40,3274.2000000000003,0,80.98,35,-846.73,Regular Air,Nicole Hansen,Nunavut,4,4,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,2012-05-08 00:00:00,West,Small Business,Fri,2012,4,Weekday
1226,8995,2011-05-17 00:00:00,High,5,10.889999999999999,0.08,1.88,1.49,8.0495,Express Air,Beth Paige,Nunavut,2,1,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,2011-05-18 00:00:00,East,Consumer,Tue,2011,1,Weekday
1227,8995,2011-05-17 00:00:00,High,41,271.54,0.1,6.48,5.86,-78.02,Express Air,Beth Paige,Northwest Territories,5,1,Office Supplies,Paper,Xerox 1904,Small Box,0.36,2011-05-18 00:00:00,North,Consumer,Tue,2011,1,Weekday
1228,8995,2011-05-17 00:00:00,High,35,3601.76,0.08,102.3,21.26,737.94,Express Air,Beth Paige,Northwest Territories,1,1,Furniture,Office Furnishings,Luxo Professional Combination Clamp-On Lamps,Large Box,0.59,2011-05-18 00:00:00,Central,Consumer,Tue,2011,1,Weekday
1229,8995,2011-05-17 00:00:00,High,42,280.35,0.07,6.48,8.19,-191.28,Regular Air,Beth Paige,Northwest Territories,4,1,Office Supplies,Paper,Xerox 217,Small Box,0.37,2011-05-18 00:00:00,West,Consumer,Tue,2011,1,Weekday
1230,8995,2011-05-17 00:00:00,High,46,87.7,0.01,1.89,0.76,-21.49,Regular Air,Beth Paige,Northwest Territories,3,1,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Wrap Bag,0.83,2011-05-19 00:00:00,South,Consumer,Tue,2011,2,Weekday
1258,9126,2009-11-17 00:00:00,Medium,47,2920.3399999999997,0.04,62.05,3.99,884.08,Regular Air,Sylvia Foulston,Northwest Territories,4,2,Office Supplies,Appliances,"Acco Smartsocket™ Table Surge Protector, 6 Color-Coded Adapter Outlets",Small Box,0.55,2009-11-18 00:00:00,West,Corporate,Tue,2009,1,Weekday
1259,9127,2011-10-10 00:00:00,Not Specified,7,1991.3600000000001,0.04,279.48,35,-329.49,Express Air,Bryan Davis,Northwest Territories,1,2,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8,2011-10-12 00:00:00,Central,Corporate,Mon,2011,2,Weekday
1299,9509,2012-10-07 00:00:00,Not Specified,36,11614.230000000001,0.02,320.98,58.95,2825.15,Delivery Truck,Joy Bell,Northwest Territories,2,3,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum,0.57,2012-10-08 00:00:00,East,Home Office,Sun,2012,1,Weekend
1300,9509,2012-10-07 00:00:00,Not Specified,5,100.05999999999999,0.1,18.97,5.21,2.13,Express Air,Joy Bell,Northwest Territories,1,3,Office Supplies,Paper,Xerox 1887,Small Box,0.37,2012-10-08 00:00:00,Central,Home Office,Sun,2012,1,Weekend
1301,9509,2012-10-07 00:00:00,Not Specified,32,1570.9299999999998,0.02,48.91,5.81,707.15,Regular Air,Joy Bell,Northwest Territories,3,3,Office Supplies,Paper,Xerox 1891,Small Box,0.38,2012-10-07 00:00:00,South,Home Office,Sun,2012,0,Weekend
1337,9763,2011-08-13 00:00:00,Medium,44,182.22,0.07,4.13,0.5,75.13,Regular Air,Alan Barnes,Northwest Territories,5,2,Office Supplies,Labels,Avery 506,Small Box,0.39,2011-08-16 00:00:00,North,Corporate,Sat,2011,3,Weekend
1370,9927,2011-08-16 00:00:00,High,32,4564.839999999999,0,140.98,53.48,-270.63,Delivery Truck,Grant Carroll,Northwest Territories,5,2,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65,2011-08-17 00:00:00,North,Corporate,Tue,2011,1,Weekday
1371,9927,2011-08-16 00:00:00,High,44,9613.58,0.01,218.08,18.06,3387.35,Regular Air,Grant Carroll,Northwest Territories,5,2,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.57,2011-08-17 00:00:00,North,Corporate,Tue,2011,1,Weekday
